trans_date_trans_time,cc_num,merchant,category,amt,gender,city,state,zip,lat,long,city_pop,job,dob,merch_lat,merch_long,is_fraud,hour,day,month
2019-01-17 11:27:31,502038091380,fraud_Kassulke PLC,shopping_net,92.62,M,Kissee Mills,MO,65680,36.6704,-93.0377,1201,"Engineer, agricultural",1980-03-18,37.587238,-92.585726,0,11,17,1
2019-05-31 08:38:31,3525590521269779,fraud_Kunde-Sanford,misc_net,7.47,M,Haw River,NC,27258,36.0424,-79.3242,6006,Paramedic,1984-07-20,35.99577,-78.82139000000001,0,8,31,5
2019-05-17 04:55:02,180048185037117,fraud_Wiegand-Lowe,grocery_net,36.87,F,Plainfield,NJ,7060,40.6152,-74.415,71485,Leisure centre manager,1974-07-19,41.038716,-74.84821099999999,0,4,17,5
2020-02-17 08:46:33,6011477612335392,fraud_Ruecker Group,misc_net,42.58,M,Maria Stein,OH,45860,40.4062,-84.5076,2274,"Designer, television/film set",1943-12-17,39.553934000000005,-85.150012,0,8,17,2
2019-04-15 12:23:45,4908846471916297,"fraud_Klocko, Runolfsdottir and Breitenberg",health_fitness,8.31,F,Grandview,TX,76050,32.2779,-97.2351,5875,"Radiographer, therapeutic",1992-07-24,31.979533,-96.426263,0,12,15,4
2019-07-21 18:29:50,675945690716,fraud_Bruen-Yost,misc_pos,4.86,F,Beaver Falls,PA,15010,40.7687,-80.3592,28425,Podiatrist,2000-06-09,40.956884,-80.597018,0,18,21,7
2020-03-05 08:41:21,376012912828093,fraud_Larson-Moen,entertainment,5.41,M,Schaumburg,IL,60193,42.0144,-88.0935,92294,Claims inspector/assessor,1969-05-01,42.190043,-88.191419,0,8,5,3
2019-06-09 18:15:10,3573030041201292,fraud_Jakubowski Group,food_dining,119.85,F,Altonah,UT,84002,40.3207,-110.436,302,"Sales professional, IT",1990-01-17,39.63263,-111.191984,0,18,9,6
2020-03-14 13:32:30,4292743669224718067,"fraud_Cole, Hills and Jewess",home,2.13,M,Great Mills,MD,20634,38.2674,-76.4954,5927,Art therapist,1973-06-09,38.586646,-76.15518,0,13,14,3
2019-04-14 23:48:12,4996263498048679,fraud_Beier and Sons,home,1.96,F,Smith River,CA,95567,41.9404,-124.1587,1930,Web designer,1983-06-13,42.582764000000005,-125.099163,0,23,14,4
2019-08-18 07:05:20,3573030041201292,fraud_Goodwin-Nitzsche,grocery_pos,82.69,F,Altonah,UT,84002,40.3207,-110.436,302,"Sales professional, IT",1990-01-17,40.273975,-111.15356,0,7,18,8
2020-04-18 17:41:16,213157767990030,"fraud_Koss, McLaughlin and Mayer",food_dining,11.17,F,Rock Springs,WY,82901,41.606,-109.23,27971,Music therapist,1984-08-01,41.725749,-108.866512,0,17,18,4
2019-08-29 21:27:32,4777065439639721,"fraud_McCullough, Hudson and Schuster",food_dining,56.04,M,Oaks,PA,19456,40.1334,-75.4536,737,Oceanographer,1987-04-24,39.720888,-75.383439,0,21,29,8
2019-12-23 17:28:21,4509922033272157,fraud_Cummerata-Hilpert,entertainment,24.36,F,Hurley,SD,57036,43.2893,-97.1904,811,Neurosurgeon,1972-03-28,43.831351,-96.583159,0,17,23,12
2020-03-12 20:16:18,4344955088481397,fraud_Pouros-Haag,shopping_pos,145.36,M,Fenelton,PA,16034,40.8555,-79.7372,2054,Communications engineer,1976-09-29,41.740137,-80.389,0,20,12,3
2019-10-19 00:49:11,2235613922823698,fraud_Hudson-Ratke,grocery_pos,108.33,F,Manville,WY,82227,42.73,-104.7024,241,Educational psychologist,1980-12-16,43.534537,-104.07627,0,0,19,10
2019-07-14 14:56:47,3504178999463051,fraud_Bashirian Group,shopping_net,4.87,M,Lima,OH,45801,40.7641,-84.0973,86954,"Copywriter, advertising",1992-07-23,40.856189,-84.643709,0,14,14,7
2020-05-19 02:12:36,3529597810116815,"fraud_Mosciski, Gislason and Mertz",grocery_pos,98.96,F,Mill Creek,PA,17060,40.4679,-77.8967,1334,Archaeologist,1986-12-17,40.86494,-78.679968,0,2,19,5
2019-03-09 20:51:13,4561546772499,fraud_O'Keefe-Wisoky,food_dining,73.88,M,Moriarty,NM,87035,34.9889,-106.0609,7268,"Therapist, art",1988-08-04,35.46368,-105.760577,0,20,9,3
2020-03-15 15:36:47,377993105397617,"fraud_Wintheiser, Dietrich and Schimmel",misc_pos,5.64,M,Oconto Falls,WI,54154,44.8755,-88.1555,5548,Mining engineer,1975-09-11,45.820612,-87.644588,0,15,15,3
2019-07-03 04:18:25,4769426683924058915,"fraud_Jones, Sawayn and Romaguera",misc_net,6.42,F,Mifflin,PA,17058,40.5553,-77.4001,1909,Mining engineer,1954-08-22,40.375018,-77.98297099999999,0,4,3,7
2019-01-15 05:34:42,3573030041201292,fraud_Friesen-D'Amore,gas_transport,45.75,F,Altonah,UT,84002,40.3207,-110.436,302,"Sales professional, IT",1990-01-17,40.950461,-110.952428,0,5,15,1
2020-05-26 14:57:09,2264937662466770,fraud_Jerde-Hermann,travel,2.52,M,San Antonio,TX,78214,29.3641,-98.4924,1595797,Land,1995-10-17,30.337638,-98.563108,0,14,26,5
2019-06-11 15:27:05,4586260469584,fraud_Zboncak LLC,food_dining,51.88,F,Mound City,MO,64470,40.1362,-95.2138,1631,Architect,1953-01-20,40.615943,-94.352312,0,15,11,6
2019-12-17 03:30:55,4689147265057948423,fraud_Wiza LLC,misc_pos,5.4,M,Manley,NE,68403,40.9207,-96.168,206,Human resources officer,1967-10-04,40.593399,-96.886224,0,3,17,12
2019-10-05 22:37:10,3585740823295298,"fraud_Haley, Batz and Auer",health_fitness,3.07,M,Quanah,TX,79252,34.2956,-99.7494,3202,"Librarian, public",1998-03-18,33.385987,-99.537149,0,22,5,10
2019-06-26 03:25:41,6597888193422452,fraud_Price Inc,shopping_net,3.24,M,Holliday,TX,76366,33.6751,-98.6576,2317,Chief Technology Officer,1964-08-23,33.501553,-99.103569,0,3,26,6
2019-06-03 13:45:25,2280870154157385,fraud_Goyette-Herzog,travel,5.05,F,Oakford,IL,62673,40.0994,-89.9601,530,Transport planner,1967-09-23,39.88822,-89.535947,0,13,3,6
2020-06-02 09:38:35,6011860238257910,"fraud_Watsica, Haag and Considine",shopping_pos,9.12,F,Lahoma,OK,73754,36.385,-98.0727,1078,"Programme researcher, broadcasting/film/video",1952-07-06,37.259031,-97.623533,0,9,2,6
2020-05-11 06:44:19,4988304376504,fraud_Bartoletti-Wunsch,gas_transport,69.46,M,Rock Tavern,NY,12575,41.4575,-74.1659,2258,Building surveyor,1937-03-17,41.208635,-73.549098,0,6,11,5
2019-10-14 01:18:44,375904527651269,"fraud_Casper, Hand and Zulauf",grocery_pos,150.09,M,Roseland,NE,68973,40.4591,-98.5551,463,"Nurse, mental health",1948-05-31,40.204516,-98.305004,0,1,14,10
2020-02-23 20:34:39,30029052116970,fraud_Bins-Tillman,entertainment,96.2,M,Falconer,NY,14733,42.1239,-79.1895,3833,Metallurgist,1970-10-09,41.897514,-78.222167,0,20,23,2
2019-12-16 02:30:25,4066595222529,"fraud_Schuppe, Nolan and Hoeger",shopping_pos,1.69,F,River,KY,41254,37.8795,-82.7251,571,Quarry manager,1931-03-07,37.233312,-82.153655,0,2,16,12
2019-06-06 17:55:07,30238755902988,fraud_Wilkinson PLC,kids_pets,28.89,F,Thrall,TX,76578,30.592,-97.2893,1766,Press sub,1976-01-02,30.857279,-96.343805,0,17,6,6
2019-06-08 01:43:36,4128027264554082,fraud_Kutch LLC,gas_transport,54.6,M,Mount Perry,OH,43760,39.8788,-82.18799999999999,1831,Barrister's clerk,1953-10-18,40.513003000000005,-82.03691500000001,0,1,8,6
2019-06-25 09:54:28,676102124465,fraud_Kiehn Inc,grocery_pos,193.17,F,Napa,CA,94558,38.4549,-122.2564,94014,Airline pilot,1985-08-21,37.644063,-121.528057,0,9,25,6
2019-07-29 04:00:48,4092452671396169678,fraud_Kuhic LLC,shopping_net,2.43,M,Bolton,NC,28423,34.3091,-78.3372,2290,"Engineer, biomedical",1945-12-07,33.989187,-77.814821,0,4,29,7
2019-08-26 22:43:02,30143535920989,fraud_Weimann-Lockman,kids_pets,65.82,F,Bridgeport,NJ,8014,39.8016,-75.3478,504,"Engineer, control and instrumentation",1980-08-17,40.380404,-74.563743,0,22,26,8
2019-08-26 08:16:20,375082648741747,fraud_O'Keefe-Hudson,grocery_pos,83.62,F,Georgetown,MN,56546,47.0999,-96.727,346,"Research officer, trade union",1976-12-14,46.689825,-97.000105,0,8,26,8
2020-03-08 19:17:44,4229733778084049,fraud_Schoen-Quigley,kids_pets,20.75,M,Elizabethtown,KY,42701,37.6848,-85.8784,48194,Surgeon,1990-05-03,37.872002,-86.23579699999999,0,19,8,3
2019-03-22 12:30:21,2264937662466770,"fraud_Parisian, Schiller and Altenwerth",misc_net,4.3,M,San Antonio,TX,78214,29.3641,-98.4924,1595797,Land,1995-10-17,28.540798,-98.706285,0,12,22,3
2020-05-13 22:05:35,2383461948823908,fraud_Kozey-Kuhlman,personal_care,30.51,M,Parsonsfield,ME,4047,43.745,-70.9092,1892,Audiological scientist,1956-03-02,44.025042,-70.326429,0,22,13,5
2019-06-28 23:17:17,3573030041201292,"fraud_Bahringer, Bergnaum and Quitzon",home,11.98,F,Altonah,UT,84002,40.3207,-110.436,302,"Sales professional, IT",1990-01-17,41.14648,-110.294973,0,23,28,6
2019-02-18 17:51:38,38588538868506,fraud_O'Connell-Ullrich,home,30.81,F,Marathon,TX,79842,30.1886,-103.2214,498,Lexicographer,1990-11-23,29.536636,-103.440331,0,17,18,2
2019-06-29 16:06:43,36485887555770,fraud_Gislason Group,misc_pos,176.9,M,Fulton,OH,43321,40.4971,-82.8342,267,Facilities manager,2005-01-29,39.775681,-82.45195600000001,0,16,29,6
2019-12-03 13:59:18,630423337322,"fraud_Turcotte, Batz and Buckridge",health_fitness,130.5,F,Orient,WA,99160,48.8878,-118.2105,149,Special educational needs teacher,1978-06-21,48.079849,-118.73256200000002,0,13,3,12
2019-09-28 14:54:35,38947654498698,fraud_Boyer PLC,shopping_net,9.77,F,Creola,OH,45622,39.3543,-82.50299999999999,321,"Copywriter, advertising",1979-06-24,39.84403,-82.097356,0,14,28,9
2019-12-09 04:15:03,2706977570537524,"fraud_Johnston, Nikolaus and Maggio",grocery_net,55.01,M,Zaleski,OH,45698,39.283,-82.3977,341,Accounting technician,1978-12-18,38.783822,-82.432941,0,4,9,12
2019-09-26 19:57:52,213155997615567,fraud_Kuhn Group,food_dining,50.41,M,Clune,PA,15727,40.5503,-79.3237,168,Race relations officer,1978-10-04,41.150285,-79.96636099999999,0,19,26,9
2020-04-04 19:01:19,2254917871818484,fraud_Padberg-Sauer,home,49.07,F,Scotland,MD,20687,38.0828,-76.3477,313,Insurance underwriter,1976-03-26,38.181414,-76.089053,0,19,4,4
2019-05-26 14:12:38,4646845581490336108,fraud_Kris-Padberg,shopping_pos,130.87,F,West Sayville,NY,11796,40.732,-73.1,4056,Film/video editor,1990-06-25,40.691098,-72.140062,0,14,26,5
2019-03-04 20:47:49,4935858973307492,"fraud_Lubowitz, Terry and Stracke",personal_care,85.17,M,Irwinton,GA,31042,32.8088,-83.17399999999999,1841,Film/video editor,1975-06-01,33.181286,-84.029362,0,20,4,3
2020-06-21 07:07:35,6593250708747804,fraud_Simonis-Prohaska,misc_pos,63.5,F,Loxahatchee,FL,33470,26.7383,-80.27600000000001,26551,Paramedic,1977-01-04,26.040296,-81.18944300000001,0,7,21,6
2019-01-14 11:37:05,676281772837,"fraud_Nitzsche, Kessler and Wolff",shopping_pos,5.11,F,Whigham,GA,39897,30.8836,-84.3246,3430,"Editor, commissioning",1950-03-25,30.464391,-84.592945,0,11,14,1
2019-02-28 22:48:19,180047222886866,fraud_Rolfson-Kunde,personal_care,164.82,F,Loami,IL,62661,39.6704,-89.8588,1213,English as a foreign language teacher,1991-04-22,40.609736,-90.1181,0,22,28,2
2019-07-03 10:25:24,4171397999167005,fraud_Torphy-Goyette,shopping_pos,70.8,F,Marietta,SC,29661,35.0296,-82.5136,5648,Museum/gallery exhibitions officer,1934-10-06,34.139063,-82.934101,0,10,3,7
2019-08-13 08:40:13,213178765398315,"fraud_Kutch, Hermiston and Farrell",gas_transport,63.21,M,Riverton,WY,82501,43.0351,-108.2024,19408,"Lecturer, higher education",1993-09-11,43.510498,-109.044871,0,8,13,8
2019-02-22 10:40:28,213124978348176,"fraud_Kohler, Lindgren and Koelpin",grocery_net,46.99,M,Belfast,NY,14711,42.32,-78.0943,1766,Mechanical engineer,1962-06-04,41.777301,-78.388712,0,10,22,2
2019-06-29 04:03:24,6550399784335736,fraud_Torp-Labadie,gas_transport,59.33,M,Port Charlotte,FL,33981,26.9379,-82.2388,79008,Quantity surveyor,1984-08-31,25.975268,-82.25186500000001,0,4,29,6
2019-03-04 15:42:06,3576431665303017,fraud_Ruecker-Mayert,kids_pets,144.66,F,Phoenix,AZ,85020,33.5623,-112.0559,1312922,Contractor,1981-10-24,32.686858,-112.367358,0,15,4,3
2020-05-05 17:11:59,2454076758463217,fraud_Fadel Inc,health_fitness,73.64,M,Remer,MN,56672,47.0874,-93.9196,2097,Insurance risk surveyor,1987-10-27,47.437607,-94.383494,0,17,5,5
2019-04-28 19:58:26,2242542703101233,fraud_Reilly and Sons,health_fitness,6.35,M,Westport,KY,40077,38.4921,-85.4524,564,Pensions consultant,1996-04-10,38.265184000000005,-85.043754,0,19,28,4
2019-09-24 18:53:07,6515067575568369,fraud_Gerhold LLC,home,61.36,M,Damascus,VA,24236,36.6403,-81.7776,3085,Land/geomatics surveyor,1990-10-15,36.423551,-81.765048,0,18,24,9
2020-06-07 19:06:12,4988304376504,fraud_Breitenberg-Hermiston,kids_pets,36.17,M,Rock Tavern,NY,12575,41.4575,-74.1659,2258,Building surveyor,1937-03-17,42.176988,-73.233136,0,19,7,6
2019-07-05 12:52:58,3575789281659026,fraud_Cruickshank-Mills,entertainment,4.27,F,Centerview,MO,64019,38.7897,-93.8702,2368,Electronics engineer,1989-07-17,39.103494,-93.249451,0,12,5,7
2020-02-08 13:24:40,3518669219150142,fraud_Adams-Barrows,health_fitness,61.55,F,Milford,OH,45150,39.1657,-84.23299999999999,31394,Hospital doctor,1996-11-12,38.96701,-84.137713,0,13,8,2
2019-12-28 16:58:54,3587960728692500,fraud_Hudson-Grady,shopping_pos,126.91,F,Battle Creek,IA,51006,42.3327,-95.6045,1075,"Teacher, early years/pre",1997-01-02,42.874289000000005,-95.240612,0,16,28,12
2020-01-16 23:00:11,38580485618059,fraud_Dickinson Ltd,personal_care,10.82,F,Noonan,ND,58765,48.8856,-103.0098,248,Industrial/product designer,1968-05-13,48.930688,-103.986191,0,23,16,1
2019-02-24 01:22:34,4210078554961359092,"fraud_Jenkins, Hauck and Friesen",gas_transport,58.75,F,Lowell,OR,97452,43.92100000000001,-122.7806,1420,Systems analyst,1965-11-11,43.948081,-123.387554,0,1,24,2
2020-03-20 14:35:15,676195318214,fraud_Champlin-Casper,home,56.47,F,Altair,TX,77412,29.6047,-96.5249,106,"Editor, film/video",1983-07-24,30.099448,-95.919641,0,14,20,3
2019-11-30 01:23:06,4452366298769043,"fraud_Reilly, Heaney and Cole",gas_transport,37.28,F,Blooming Grove,TX,76626,32.0758,-96.701,1563,Financial adviser,1978-03-04,32.648946,-96.111497,0,1,30,11
2020-05-30 12:54:08,213175487106448,"fraud_Schoen, Nienow and Bauch",personal_care,9.23,F,Rule,TX,79548,33.0771,-99.959,932,"Physicist, medical",1954-12-10,34.010172999999995,-100.565217,0,12,30,5
2019-06-23 21:22:52,213178765398315,fraud_Pacocha-Weissnat,kids_pets,33.79,M,Riverton,WY,82501,43.0351,-108.2024,19408,"Lecturer, higher education",1993-09-11,42.86463,-107.425823,0,21,23,6
2019-03-19 17:26:13,4681699462969,"fraud_Bernier, Volkman and Hoeger",misc_net,81.79,M,Murfreesboro,TN,37132,35.8596,-86.421,158701,"Journalist, newspaper",1978-03-06,36.676778000000006,-85.827334,0,17,19,3
2019-07-13 15:14:39,4119762878330989,fraud_Padberg-Sauer,home,3.81,F,Eureka,IL,61530,40.7152,-89.2706,6713,Archivist,1945-08-19,41.684323,-90.199035,0,15,13,7
2019-11-11 14:27:26,630469040731,fraud_Stiedemann Ltd,food_dining,72.01,F,Cascade Locks,OR,97014,45.67100000000001,-121.8686,1288,Barrister,1936-05-01,46.337227,-121.311788,0,14,11,11
2020-04-10 04:34:10,5456776410929288,fraud_Volkman Ltd,misc_net,7.04,F,North Washington,PA,16048,41.0472,-79.8089,139,Patent attorney,1954-05-25,40.490159000000006,-79.25745500000001,0,4,10,4
2019-04-20 04:59:57,4939976756738216,fraud_Bradtke PLC,grocery_pos,184.56,F,Roma,TX,78584,26.4215,-99.0025,18128,IT trainer,1990-11-07,26.290837,-98.449395,0,4,20,4
2020-02-02 16:03:43,4069975342931683,fraud_Bechtelar-Rippin,food_dining,228.66,F,Hurricane,WV,25526,38.4257,-81.9943,21902,Sub,1980-09-18,39.373502,-82.710398,0,16,2,2
2020-06-10 14:23:36,4681601008538160,"fraud_Koss, McLaughlin and Mayer",food_dining,21.97,F,Moundsville,WV,26041,39.9148,-80.73100000000001,16183,Physiotherapist,1977-08-12,40.737303,-80.39380200000001,0,14,10,6
2019-01-05 12:13:21,4509142395811241,fraud_Daugherty-Thompson,food_dining,24.57,F,Surrency,GA,31563,31.6489,-82.1982,1324,"Engineer, technical sales",1926-07-12,32.260732,-82.248919,0,12,5,1
2019-09-01 20:31:43,502012776709,"fraud_Gutmann, McLaughlin and Wiza",home,110.98,F,Garrattsville,NY,13342,42.6315,-75.1866,165,Naval architect,1945-09-20,43.034977000000005,-75.867621,0,20,1,9
2019-10-20 15:18:09,3554818239968984,fraud_Cruickshank-Mills,entertainment,71.26,M,Williamsburg,MO,63388,38.8874,-91.7689,710,Glass blower/designer,1970-09-27,38.5469,-92.180988,0,15,20,10
2019-09-25 20:56:51,676173792455,fraud_Rolfson-Kunde,personal_care,70.34,F,Santa Monica,CA,90403,34.0287,-118.4924,92043,"Civil engineer, contracting",1961-04-25,33.751806,-117.551675,0,20,25,9
2020-06-09 17:40:25,2713913904780408,"fraud_Schoen, Nienow and Bauch",personal_care,18.77,F,Delhi,LA,71232,32.3929,-91.4714,6581,Multimedia programmer,1964-02-13,33.006532,-91.895411,0,17,9,6
2020-03-20 14:25:55,4400011257587661852,"fraud_Hagenes, Kohler and Hoppe",food_dining,10.05,F,North Loup,NE,68859,41.4972,-98.7858,509,"Nurse, children's",1980-09-15,42.30858,-98.655685,0,14,20,3
2019-01-21 23:17:59,4681601008538160,"fraud_Bernhard, Grant and Langworth",shopping_pos,265.28,F,Moundsville,WV,26041,39.9148,-80.73100000000001,16183,Physiotherapist,1977-08-12,40.417362,-80.0831,0,23,21,1
2019-12-21 17:15:57,180031190491743,"fraud_Weber, Thiel and Hammes",kids_pets,86.59,F,Mobile,AL,36617,30.7145,-88.0918,270712,"Surveyor, land/geomatics",1972-01-05,31.149991,-87.731524,0,17,21,12
2019-07-26 21:36:29,4646845581490336108,fraud_Little Ltd,kids_pets,12.71,F,West Sayville,NY,11796,40.732,-73.1,4056,Film/video editor,1990-06-25,40.579578000000005,-73.003636,0,21,26,7
2019-12-30 21:51:16,371985236239474,fraud_Bernhard-Lesch,food_dining,19.14,M,Oriskany Falls,NY,13425,42.9576,-75.4838,1970,"Programmer, multimedia",1949-06-09,42.159058,-74.88304000000001,0,21,30,12
2019-07-21 07:30:10,630451534402,"fraud_Schoen, Kuphal and Nitzsche",grocery_pos,64.54,F,Wetmore,MI,49895,46.3535,-86.6345,765,Immunologist,1972-06-12,45.717589,-87.43770500000001,0,7,21,7
2020-01-28 11:53:03,213141712584544,fraud_Doyle Ltd,grocery_pos,225.42,F,Florence,MS,39073,32.153,-90.1217,19685,Fine artist,1984-12-24,31.917559000000004,-90.137804,0,11,28,1
2019-09-23 20:32:32,213153151785052,fraud_Kozey-McDermott,travel,1.63,F,Tomahawk,WI,54487,45.4963,-89.7273,9594,Seismic interpreter,1997-11-23,45.300932,-90.540357,0,20,23,9
2019-01-27 22:35:40,3564182536169293,fraud_Reichel Inc,entertainment,268.06,F,Norwich,OH,43767,39.9934,-81.8024,1443,Research scientist (medical),1962-03-04,39.965254,-81.142893,0,22,27,1
2019-09-17 01:50:33,3568255211412877,fraud_Jaskolski-Vandervort,misc_net,8.47,M,Leo,IN,46765,41.2249,-85.0301,5341,Biomedical engineer,1994-11-24,41.179655,-84.318883,0,1,17,9
2019-09-12 21:59:00,4939976756738216,fraud_Reilly and Sons,health_fitness,151.65,F,Roma,TX,78584,26.4215,-99.0025,18128,IT trainer,1990-11-07,26.309323,-99.390455,0,21,12,9
2019-08-17 12:51:28,4277232699798846,fraud_Morissette LLC,entertainment,49.06,F,Rhame,ND,58651,46.1664,-103.7079,475,Illustrator,1955-11-10,45.340929,-104.138355,0,12,17,8
2019-09-17 16:54:59,3523898249167098,fraud_Maggio-Fahey,misc_pos,1.2,M,Bronx,NY,10463,40.8798,-73.9067,1382480,"Therapist, drama",1990-11-09,41.518882,-74.564442,0,16,17,9
2019-03-07 20:26:55,4169759661243568,fraud_Beier LLC,entertainment,6.28,F,Lawn,PA,17041,40.2236,-76.538,213,Special educational needs teacher,1972-02-15,40.374416,-75.798794,0,20,7,3
2019-03-08 01:56:48,4446368897795790,fraud_Kutch LLC,gas_transport,69.35,M,Atlantic,VA,23303,37.9073,-75.5089,741,"Geologist, engineering",1986-08-17,37.605213,-75.647677,0,1,8,3
2019-09-01 18:21:01,4048508450704760,fraud_Weimann-Lockman,kids_pets,86.93,F,Fullerton,NE,68638,41.36600000000001,-98.0054,1749,"Surveyor, mining",1973-05-07,40.970226,-98.294607,0,18,1,9
2020-03-02 05:08:21,30230540139182,fraud_Kassulke PLC,shopping_net,87.67,M,Montandon,PA,17850,40.9661,-76.8575,645,Orthoptist,1974-05-18,41.89993,-77.488502,0,5,2,3
2020-05-29 19:00:43,4158945090781624,fraud_Padberg-Sauer,home,57.79,M,Pittsburgh,PA,15217,40.4308,-79.9205,687276,"Scientist, marine",1973-10-19,40.347969,-80.02275999999999,0,19,29,5
2019-10-27 11:04:12,377895991033232,fraud_Schuppe LLC,entertainment,16.95,F,Higganum,CT,6441,41.4682,-72.5751,5438,"Librarian, academic",1964-11-17,42.143695,-73.42622800000001,0,11,27,10
2019-11-23 21:27:29,36721445180895,"fraud_Ledner, Hartmann and Feest",health_fitness,36.67,M,Jefferson,NY,12093,42.4999,-74.6117,1666,Diagnostic radiographer,1968-07-01,41.892875,-74.81801999999999,0,21,23,11
2020-06-17 20:19:51,30263540414123,fraud_Wilkinson PLC,kids_pets,95.18,M,Hatch,UT,84735,37.7175,-112.4777,258,Geoscientist,1961-11-24,38.563382,-113.411478,0,20,17,6
2019-12-01 19:45:23,676309913934,"fraud_Medhurst, Cartwright and Ebert",personal_care,2.58,M,Pueblo,CO,81005,38.2352,-104.66,151815,Further education lecturer,1988-01-04,38.994283,-103.843457,0,19,1,12
2019-10-07 19:56:58,30150717898388,fraud_Abbott-Rogahn,entertainment,154.98,M,Paint Rock,AL,35764,34.7031,-86.3068,653,Paediatric nurse,1966-06-19,35.217331,-85.518849,0,19,7,10
2019-06-26 01:05:37,4710826438164847414,fraud_Deckow-O'Conner,grocery_pos,105.84,M,Turner,MT,59542,48.8328,-108.3961,192,Further education lecturer,1964-01-04,49.215865,-108.102759,0,1,26,6
2019-06-17 10:55:53,4259996134423,"fraud_Haley, Jewess and Bechtelar",shopping_pos,8.85,F,Hudson,KS,67545,38.1485,-98.6408,215,Probation officer,1968-11-22,37.39766,-98.080547,0,10,17,6
2019-10-03 01:01:41,213161869125933,fraud_Bashirian Group,shopping_net,7.35,F,East Andover,ME,4226,44.6084,-70.6993,190,Animal nutritionist,1970-04-17,44.598685,-71.45751899999999,0,1,3,10
2019-12-26 09:12:41,3502088871723054,fraud_Schmitt Ltd,misc_net,1.2,M,Kensington,MD,20895,39.0298,-77.0793,19054,Operations geologist,1976-09-08,39.405038,-76.822639,0,9,26,12
2019-02-08 21:38:24,4587577161160601,fraud_Kuhn Group,food_dining,6.01,F,Nobleboro,ME,4555,44.0943,-69.4828,1643,Financial trader,1976-04-12,44.050441,-69.6463,0,21,8,2
2019-01-14 10:02:36,583699482621,fraud_Nader-Heller,misc_net,2.86,F,Waupaca,WI,54981,44.3481,-89.1101,15426,"Engineer, civil (contracting)",1936-07-22,45.114124,-88.475052,0,10,14,1
2019-11-11 16:36:27,4990494243023,fraud_Greenholt Ltd,health_fitness,68.42,M,Corriganville,MD,21524,39.6967,-78.8031,626,Energy engineer,1960-12-13,39.11508,-79.15639200000001,0,16,11,11
2019-06-12 14:24:03,4255397449664185994,"fraud_Roberts, Ryan and Smith",personal_care,3.84,M,Dallas,TX,75236,32.69,-96.9177,1263321,"Designer, interior/spatial",1952-09-27,32.920173,-96.589484,0,14,12,6
2019-12-02 00:22:10,374930071163758,fraud_Miller-Hauck,grocery_pos,67.69,M,Romulus,MI,48174,42.2203,-83.3583,31515,Police officer,1971-11-05,42.645643,-84.305689,0,0,2,12
2019-05-01 23:18:28,345933964507467,"fraud_Berge, Kautzer and Harris",personal_care,14.93,F,Whaleyville,MD,21872,38.4121,-75.2811,718,Regulatory affairs officer,1985-03-19,38.76316,-74.823649,0,23,1,5
2020-06-16 17:04:25,3500969075198072,fraud_O'Connell-Ullrich,home,37.19,M,Tekoa,WA,99033,47.2271,-117.0819,895,Clothing/textile technologist,1999-05-31,47.332628,-117.445859,0,17,16,6
2019-07-04 18:31:53,4400011257587661852,"fraud_Koss, Hansen and Lueilwitz",home,123.51,F,North Loup,NE,68859,41.4972,-98.7858,509,"Nurse, children's",1980-09-15,42.386009,-99.669831,0,18,4,7
2019-05-21 03:52:05,376262134119629,"fraud_Osinski, Ledner and Leuschke",grocery_pos,92.52,M,Lakeland,FL,33813,27.9611,-81.9398,237282,"Radiographer, therapeutic",1961-09-28,28.814308,-81.143097,0,3,21,5
2019-05-04 17:52:21,4914700582394237,fraud_Breitenberg LLC,travel,3.77,M,Harmony,PA,16037,40.8496,-80.1381,4589,Bookseller,1956-05-01,40.085423,-80.616945,0,17,4,5
2020-03-19 08:51:42,377654590313960,fraud_Abbott-Rogahn,entertainment,10.43,M,Powell,TN,37849,36.0435,-84.04,25459,"Teacher, special educational needs",1969-02-22,36.855178,-83.95931999999999,0,8,19,3
2020-03-17 14:43:18,3566875419572867,fraud_Thompson-Gleason,health_fitness,75.43,M,South Hero,VT,5486,44.64,-73.3113,1654,Transport planner,1991-01-31,45.339554,-72.835796,0,14,17,3
2019-11-04 13:15:29,6517217825320610,"fraud_Nienow, Barrows and Romaguera",personal_care,107.59,M,Sontag,MS,39665,31.6453,-90.1801,1196,"Librarian, academic",1958-06-11,30.692811,-90.281909,0,13,4,11
2019-02-16 21:47:13,3598215285024754,"fraud_Denesik, Powlowski and Pouros",home,162.5,F,Bellmore,NY,11710,40.6729,-73.5365,34496,"Librarian, public",1970-10-21,41.508194,-73.791953,0,21,16,2
2020-06-01 11:34:52,4740713119940984,fraud_Goyette Inc,shopping_net,4.14,F,Pomona,NY,10970,41.1901,-74.0436,9993,Pensions consultant,1962-10-16,41.35268,-74.921026,0,11,1,6
2020-05-04 14:37:07,5596347693144598,fraud_Collier LLC,home,39.73,M,Kenner,LA,70062,29.9912,-90.2479,68211,"Engineer, petroleum",1941-04-23,30.001927,-91.150935,0,14,4,5
2019-11-25 22:48:22,6011724471098086,fraud_Lemke-Gutmann,shopping_net,326.4,F,Burbank,WA,99323,46.1966,-118.9017,3684,Musician,1981-11-29,45.607868,-119.558125,0,22,25,11
