trans_date_trans_time,cc_num,merchant,category,amt,gender,city,state,zip,lat,long,city_pop,job,dob,merch_lat,merch_long,is_fraud,hour
2019-02-09 10:40:17,213180742685905,fraud_Dickinson-Rempel,misc_pos,48.64,F,Carlotta,CA,95528,40.507,-123.9743,1139,"Therapist, occupational",1951-01-15,41.097159000000005,-124.339337,0,11
2019-09-12 10:54:46,4756039869079882102,fraud_Berge LLC,gas_transport,66.25,M,Gainesville,TX,76240,33.6547,-97.1583,26120,"Engineer, manufacturing",1954-01-06,32.795114,-96.399899,0,11
2020-02-08 03:32:13,4334230547694630,"fraud_Kovacek, Dibbert and Ondricka",grocery_pos,136.06,M,Freedom,WY,83120,43.0172,-111.0292,471,"Education officer, museum",1967-08-02,42.808511,-110.392172,0,4
2019-10-12 12:30:15,4379260813815979609,fraud_Bogisich-Weimann,kids_pets,45.28,M,Oakland,CA,94619,37.7878,-122.1884,381459,Barista,1974-01-03,37.518585,-122.616221,0,13
2019-02-12 13:39:45,349612764943496,fraud_White and Sons,home,71.14,M,Big Creek,KY,40914,37.1046,-83.5706,467,"Psychologist, forensic",1984-06-04,36.73194,-82.94601,0,14
2019-10-05 04:10:30,675961917837,"fraud_Robel, Cummerata and Prosacco",gas_transport,58.73,M,Sprague,NE,68438,40.6267,-96.7456,142,Chiropodist,1967-08-24,39.711764,-97.191383,0,5
2019-05-27 20:12:15,3560797065840735,fraud_Douglas-White,entertainment,18.97,F,Shields,ND,58569,46.1838,-101.2589,77,Film/video editor,1989-12-17,46.175035,-100.897481,0,21
2019-08-13 08:01:55,2274911989136158,fraud_Deckow-Dare,food_dining,169.37,M,Parker,CO,80138,39.5102,-104.7216,84861,Materials engineer,1932-03-10,39.834862,-105.226327,0,9
2019-04-29 20:08:27,4069975342931683,"fraud_Romaguera, Cruickshank and Greenholt",shopping_net,537.79,F,Hurricane,WV,25526,38.4257,-81.9943,21902,Sub,1980-09-18,39.305432,-81.491652,0,21
2020-04-04 12:00:31,374930071163758,"fraud_Larkin, Stracke and Greenfelder",entertainment,34.21,M,Romulus,MI,48174,42.2203,-83.3583,31515,Police officer,1971-11-05,42.448599,-83.876538,0,13
2019-05-08 01:20:28,3563837241599446,fraud_Funk Group,grocery_net,38.14,M,Newberg,OR,97132,45.3099,-122.9685,28278,Research scientist (physical sciences),1977-07-17,44.651252,-123.613637,0,2
2019-11-13 18:39:31,4173950183554608,fraud_Brown-Greenholt,entertainment,12.65,M,Monmouth Beach,NJ,7750,40.333,-73.9809,3279,Health promotion specialist,1978-10-05,39.438001,-73.939689,0,19
2019-06-17 12:51:32,3593399694467427,"fraud_Bahringer, Osinski and Block",food_dining,52.29,M,Knowlesville,NY,14479,43.2363,-78.3138,275,TEFL teacher,1964-08-18,42.456677,-78.898887,0,13
2019-12-31 06:30:52,345389171551808,"fraud_Christiansen, Goyette and Schamberger",gas_transport,92.13,M,Coffeeville,MS,38922,33.9215,-89.6782,3451,Financial trader,1984-05-19,33.872875,-89.755273,0,7
2019-04-03 07:11:50,4855488158131690372,"fraud_Johnston, Nikolaus and Maggio",grocery_net,47.24,M,Graniteville,VT,5654,44.1554,-72.4847,970,Agricultural consultant,1993-09-29,44.842754,-71.55187099999999,0,8
2020-05-27 21:18:33,3506040590383211,"fraud_Lakin, Ferry and Beatty",food_dining,61.41,M,Alder,MT,59710,45.1939,-112.0568,286,Chief of Staff,1989-03-09,45.011518,-112.467522,0,22
2019-10-27 23:26:12,4587577161160601,"fraud_Schuppe, Nolan and Hoeger",shopping_pos,9.48,F,Nobleboro,ME,4555,44.0943,-69.4828,1643,Financial trader,1976-04-12,43.620439000000005,-69.921588,0,24
2019-11-09 04:56:09,4956828990005111019,fraud_Bernhard Inc,gas_transport,75.75,M,Elizabeth,NJ,7208,40.6747,-74.2239,124967,Operational researcher,1980-12-21,40.02973,-74.124655,0,5
2019-12-07 13:46:07,4716561796955522,fraud_Schoen Ltd,kids_pets,9.39,F,Heart Butte,MT,59448,48.2777,-112.8456,743,Water engineer,1972-05-04,48.990537,-112.604207,0,14
2019-11-01 10:16:08,345933964507467,fraud_Huels-Nolan,gas_transport,64.07,F,Whaleyville,MD,21872,38.4121,-75.2811,718,Regulatory affairs officer,1985-03-19,38.679153,-75.966661,0,11
2019-12-09 13:04:46,3576021480694169,fraud_Kub PLC,personal_care,55.4,F,Topeka,KS,66618,39.1329,-95.7023,163415,Secondary school teacher,2004-12-30,39.464253,-96.13023,0,14
2020-04-16 20:57:20,4260128500325,"fraud_Hettinger, McCullough and Fay",home,118.2,F,Deane,KY,41812,37.2409,-82.7696,230,"Conservation officer, historic buildings",1997-08-04,37.92817,-83.768891,0,21
2019-04-26 21:09:46,3521815216091574,fraud_Johnston-Casper,travel,498.99,M,Dumont,CO,80436,39.7532,-105.6356,565,Mental health nurse,1978-08-27,40.416167,-105.068032,0,22
2020-05-07 23:21:14,6011542681743618,"fraud_Pouros, Walker and Spencer",kids_pets,9.01,F,Basye,VA,22810,38.8089,-78.7776,863,"Engineer, mining",1972-08-09,38.204788,-78.442825,0,24
2020-02-09 15:37:13,3511378610369890,fraud_Kulas Group,health_fitness,176.95,M,Huntsville,AL,35811,34.7789,-86.5438,190178,Television production assistant,1973-04-01,34.907127,-86.630927,0,16
2020-05-16 18:01:59,377113842678100,fraud_Bins-Tillman,entertainment,8.99,M,Greenwich,NJ,8323,39.4055,-75.3209,804,Insurance risk surveyor,1965-03-25,39.119428000000006,-76.037667,0,19
2019-08-13 15:19:47,2222001896600109,"fraud_Walter, Hettinger and Kessler",personal_care,34.59,F,Moro,IL,62067,38.9318,-89.9618,2401,"Buyer, industrial",1972-01-03,38.042486,-90.078177,0,16
2019-08-26 13:19:08,213125815021702,fraud_Friesen-Ortiz,personal_care,26.57,M,Big Indian,NY,12410,42.074,-74.453,397,Psychiatrist,1931-09-12,42.787277,-73.73874599999999,0,14
2019-04-07 03:43:15,4742883543039288059,fraud_Bahringer-Larson,grocery_net,89.73,F,Paauilo,HI,96776,20.0271,-155.3697,1490,"Scientist, research (maths)",1991-04-13,20.983463,-155.60517,0,4
2019-11-24 09:53:27,213161869125933,fraud_Rodriguez Group,gas_transport,34.22,F,East Andover,ME,4226,44.6084,-70.6993,190,Animal nutritionist,1970-04-17,44.42406,-70.08265,0,10
2019-08-11 02:37:18,340953839692349,fraud_Harris Inc,gas_transport,62.7,M,Warren,MI,48088,42.5164,-82.9832,134056,"Doctor, hospital",1980-05-18,43.069238,-83.561747,0,3
2020-02-25 15:19:48,4587657402165341815,fraud_Runte-Mohr,food_dining,7.34,F,Pembroke Township,IL,60958,41.0646,-87.5917,2135,"Psychotherapist, child",2004-05-08,40.554711,-87.972259,0,16
2019-09-25 12:10:48,6011399591920186,"fraud_Turner, Ziemann and Lehner",food_dining,4.6,F,Sheffield,MA,1257,42.1001,-73.3611,2121,Radio producer,1973-10-14,42.984204,-73.06744300000001,0,13
2019-07-09 19:42:05,2224100459250597,fraud_Shanahan-Lehner,personal_care,9.05,F,Kings Bay,GA,31547,30.7906,-81.5607,1293,Naval architect,1963-09-11,31.243990000000004,-81.779386,0,20
2019-02-11 19:07:57,5501083170975659,fraud_Hamill-D'Amore,health_fitness,1.27,M,Cuyahoga Falls,OH,44223,41.1464,-81.5107,47772,Equities trader,1966-01-04,40.292444,-80.539521,0,20
2019-10-16 10:44:45,3531129874770000,"fraud_Turner, Ruecker and Parisian",misc_pos,98.37,F,Brandon,VT,5733,43.8065,-73.0882,5895,"Scientist, marine",1975-07-13,44.367698,-73.256925,0,11
2020-06-19 08:18:35,630484879808,"fraud_Huel, Hammes and Witting",grocery_pos,95.13,M,Helm,CA,93627,36.4992,-120.0936,123,Early years teacher,1973-02-07,36.530721,-119.771279,0,9
2020-03-24 16:53:16,4906628655840914250,fraud_Schoen-Quigley,kids_pets,87.16,M,Key West,FL,33040,24.6557,-81.3824,32891,Town planner,1987-02-13,24.307509,-82.07536,0,17
2019-12-27 21:36:55,3513618443244549,fraud_Dibbert-Green,entertainment,27.64,F,Fulton,SD,57340,43.7588,-97.8712,355,Financial adviser,1955-06-26,44.676534,-97.167442,0,22
2019-11-07 18:44:50,4302480582202074,"fraud_Streich, Rolfson and Wilderman",kids_pets,8.75,M,Muskegon,MI,49440,43.2326,-86.2492,128715,Historic buildings inspector/conservation officer,1995-05-25,44.110277,-85.681154,0,19
2020-01-04 14:41:26,4861310130652566408,"fraud_Dare, Fritsch and Zboncak",health_fitness,80.15,F,Saint Amant,LA,70774,30.2385,-90.8435,10076,"Surveyor, rural practice",1977-12-16,29.777901,-91.695153,0,15
2020-01-28 21:35:53,3502088871723054,"fraud_Nitzsche, Kessler and Wolff",shopping_pos,6.81,M,Kensington,MD,20895,39.0298,-77.0793,19054,Operations geologist,1976-09-08,38.89165,-78.067093,0,22
2020-02-23 20:24:36,3566094707272327,fraud_Deckow-Dare,food_dining,63.71,F,Newhall,CA,91321,34.3795,-118.523,34882,Health physicist,1971-04-25,34.764462,-118.739672,0,21
2020-06-11 05:26:51,676281772837,fraud_Koepp-Parker,grocery_pos,85.67,F,Whigham,GA,39897,30.8836,-84.3246,3430,"Editor, commissioning",1950-03-25,31.633783,-85.110988,0,6
2019-07-01 11:49:59,38052002992326,"fraud_Kohler, Lindgren and Koelpin",grocery_net,10.9,F,Cleveland,TX,77327,30.33,-95.0202,34153,Building surveyor,1995-09-11,30.941779,-95.022091,0,12
2019-09-22 13:04:33,2242542703101233,fraud_Boyer PLC,shopping_net,127.42,M,Westport,KY,40077,38.4921,-85.4524,564,Pensions consultant,1996-04-10,37.987899,-86.034963,0,14
2019-01-20 21:29:57,4623560839669,fraud_Kling-Ernser,entertainment,13.22,M,Lohrville,IA,51453,42.2619,-94.5566,695,Administrator,1954-07-15,41.427965,-93.8976,0,22
2019-03-07 16:17:41,30273037698427,fraud_Fahey Inc,kids_pets,10.83,M,Thida,AR,72165,35.5762,-91.4539,111,Careers information officer,2000-06-13,35.641539,-90.546503,0,17
2019-08-26 23:20:10,3545109339866548,fraud_Kihn Inc,shopping_pos,4.38,M,Moorhead,MS,38761,33.4783,-90.5142,2870,Chartered public finance accountant,1999-03-05,32.764340000000004,-91.444268,0,24
2020-02-23 15:19:34,4715741951931168360,fraud_Ruecker-Mayert,kids_pets,58.91,M,Burbank,OK,74633,36.6966,-96.7869,471,Sub,1941-03-30,36.064902,-96.643729,0,16
2019-01-29 23:57:06,6595970453799027,fraud_Padberg-Sauer,home,5.0,F,Stirling,NJ,7980,40.6774,-74.4968,2307,Science writer,1969-09-11,39.978762,-74.880498,0,24
2019-10-20 15:01:39,213180742685905,fraud_Shields-Wunsch,health_fitness,6.76,F,Carlotta,CA,95528,40.507,-123.9743,1139,"Therapist, occupational",1951-01-15,41.310406,-123.062102,0,16
2020-04-16 22:59:42,30407675418785,fraud_Torphy-Goyette,shopping_pos,31.31,F,Breesport,NY,14816,42.1939,-76.7361,520,Psychotherapist,1991-10-13,42.320046000000005,-75.826329,0,23
2019-06-16 13:37:32,180048185037117,fraud_Fisher Inc,shopping_net,22.17,F,Plainfield,NJ,7060,40.6152,-74.415,71485,Leisure centre manager,1974-07-19,39.917947,-75.25066899999999,0,14
2020-02-03 20:22:58,4951647200979051,fraud_Sawayn PLC,shopping_pos,3.89,F,Logan,IL,62856,37.9943,-88.9417,324,"Scientist, research (physical sciences)",1976-06-15,37.744896,-89.327449,0,21
2019-08-12 22:52:58,4365382885912355,"fraud_Hills, Hegmann and Schaefer",health_fitness,75.44,M,Orr,MN,55771,48.1439,-92.8561,1680,Horticultural therapist,1976-12-10,48.744453,-93.340915,0,23
2020-05-30 04:38:50,371284424780634,"fraud_Boehm, Predovic and Reinger",misc_pos,590.5,M,Lubbock,TX,79413,33.5466,-101.8871,254282,"Doctor, general practice",1952-01-29,34.392943,-101.076148,0,5
2019-11-23 00:48:50,630423337322,fraud_Brekke and Sons,gas_transport,33.66,F,Orient,WA,99160,48.8878,-118.2105,149,Special educational needs teacher,1978-06-21,49.700304,-117.949222,0,1
2020-04-04 02:37:18,4428154703770710,"fraud_Kovacek, Dibbert and Ondricka",grocery_pos,126.54,F,Colton,WA,99113,46.5901,-117.1692,761,Chief Marketing Officer,1943-06-30,46.851755,-116.903859,0,3
2019-09-30 19:20:13,3560336828629935,fraud_Hackett Group,travel,9.01,M,Clutier,IA,52217,42.0789,-92.3763,590,"Embryologist, clinical",1953-03-30,42.399468,-93.057642,0,20
2019-09-04 19:23:58,4003989662068504,fraud_Jakubowski Inc,home,4.36,M,Bessemer,AL,35022,33.3224,-86.9657,71463,Radio broadcast assistant,1989-02-08,33.679446,-87.215559,0,20
2020-03-09 15:25:46,4839043708100390,fraud_Torp-Lemke,misc_pos,211.09,F,Hedrick,IA,52563,41.1826,-92.3097,1583,Geochemist,1999-06-28,40.687046,-93.143167,0,16
2019-08-22 13:01:40,6011999606625827,fraud_Emmerich-Rau,personal_care,48.42,M,Harrington Park,NJ,7640,40.9918,-73.98,4664,"Radiographer, diagnostic",1965-06-30,40.217451,-74.800718,0,14
2019-03-09 23:52:25,30364087349027,"fraud_Little, Gutmann and Lynch",shopping_net,3.29,M,Mounds,OK,74047,35.8896,-96.0887,7163,Fitness centre manager,1982-02-05,35.434811,-95.374105,0,24
2020-06-16 16:56:01,4642255475285942,"fraud_Lakin, Ferry and Beatty",food_dining,2.28,F,Thompson,UT,84540,38.9999,-109.615,46,"Surveyor, minerals",1987-04-23,39.355457,-110.184748,0,17
2019-12-28 18:08:17,3589289942931264,"fraud_Nienow, Ankunding and Collier",misc_pos,1.78,F,Spencer,SD,57374,43.7557,-97.5936,343,"Development worker, international aid",1972-03-05,43.847746,-98.58518,0,19
2020-03-21 13:13:50,3560246577314524,"fraud_Kling, Howe and Schneider",home,28.09,F,Wichita,KS,67216,37.6223,-97.3136,409656,Textile designer,1930-10-21,36.624449,-96.615384,0,14
2019-07-20 22:02:34,4292902571056973207,"fraud_Boehm, Block and Jakubowski",misc_pos,63.21,M,Sula,MT,59871,45.8433,-113.8748,218,"Therapist, horticultural",1995-08-16,45.44304,-112.962727,0,23
2019-11-28 17:46:37,2610529083834453,fraud_Baumbach Ltd,personal_care,31.38,F,Old Hickory,TN,37138,36.2416,-86.6117,22191,Prison officer,1994-07-27,36.407028,-86.165856,0,18
2020-03-12 00:05:08,6011360759745864,fraud_Rutherford-Mertz,grocery_pos,82.02,M,Edinburg,VA,22824,38.8432,-78.6003,6018,"Designer, multimedia",1947-08-21,39.619354,-77.655404,0,1
2020-04-01 15:05:01,343746486082492,"fraud_Witting, Beer and Ernser",home,13.91,M,Cedar,MI,49621,44.8605,-85.8138,3096,"Social research officer, government",1975-10-11,44.91613,-85.24178,0,16
2019-06-07 21:55:43,4826655832045236,fraud_Fadel Inc,health_fitness,7.01,F,Barnstable,MA,2630,41.6983,-70.3001,1850,Counselling psychologist,1963-12-29,42.191297,-70.80134100000001,0,22
2019-02-05 19:03:44,6011231546538393,"fraud_Durgan, Gislason and Spencer",home,41.06,M,Boonton,NJ,7005,40.9115,-74.414,15269,"Psychologist, sport and exercise",1993-07-05,41.05047,-74.71313599999999,0,20
2019-05-25 08:11:46,30404291151692,fraud_Rau and Sons,grocery_pos,187.96,F,North Tonawanda,NY,14120,43.0498,-78.851,45100,Ambulance person,1993-10-25,42.484411,-79.423733,0,9
2020-06-19 17:15:34,4989847570577635369,"fraud_Baumbach, Strosin and Nicolas",shopping_pos,315.2,F,Prosperity,SC,29127,34.1832,-81.5324,8333,Archaeologist,1994-07-09,33.288796000000005,-80.659644,0,18
2019-05-10 03:10:30,180018375329178,fraud_Runolfsson and Sons,grocery_net,38.6,F,Munith,MI,49259,42.3703,-84.2485,2523,Geophysicist/field seismologist,1988-03-21,42.320123,-84.745653,0,4
2019-03-10 23:42:10,4260128500325,"fraud_Terry, Johns and Bins",misc_pos,81.91,F,Deane,KY,41812,37.2409,-82.7696,230,"Conservation officer, historic buildings",1997-08-04,37.244013,-83.33830999999999,0,24
2020-04-14 13:27:01,2450829271795901,fraud_Waters-Cruickshank,health_fitness,80.71,M,Sauk Rapids,MN,56379,45.604,-94.1591,16163,Hydrographic surveyor,1987-02-22,44.892511,-93.502986,0,14
2019-12-16 13:24:03,36581538659449,fraud_Boyer PLC,misc_pos,4.45,M,Apison,TN,37302,35.0149,-85.0164,3730,Occupational therapist,1991-01-28,35.007995,-84.963142,0,14
2020-01-06 16:20:02,3576021480694169,fraud_Schumm PLC,health_fitness,28.3,F,Topeka,KS,66618,39.1329,-95.7023,163415,Secondary school teacher,2004-12-30,38.460921,-94.880867,0,17
2020-04-23 22:07:43,630424987505,fraud_Will Ltd,food_dining,9.47,F,Thomas,WV,26292,39.1505,-79.503,836,Forensic psychologist,1981-08-29,39.419564,-79.396549,0,23
2019-12-30 05:27:16,30570197515105,"fraud_Weimann, Kuhic and Beahan",shopping_pos,1.53,M,Hartford,AL,36344,31.086,-85.7192,5732,Jewellery designer,1945-12-07,31.536665000000003,-86.13033100000001,0,6
2019-09-12 04:02:56,3506040590383211,"fraud_Goldner, Kovacek and Abbott",grocery_pos,97.6,M,Alder,MT,59710,45.1939,-112.0568,286,Chief of Staff,1989-03-09,45.351237,-111.275214,0,5
2020-03-08 12:09:59,4560395181594436016,fraud_Fisher-Schowalter,shopping_net,119.4,F,Lakeport,CA,95453,39.047,-122.9328,11256,Podiatrist,1972-10-18,39.036713,-123.876842,0,13
2020-04-26 04:08:17,4040099974063068803,fraud_Goyette Inc,shopping_net,100.09,M,Palermo,ND,58769,48.3396,-102.24,229,Administrator,1983-03-20,47.751437,-101.478177,0,5
2020-05-22 08:12:02,3564839259330465,"fraud_Mosciski, Ziemann and Farrell",shopping_net,1.49,M,Port Costa,CA,94569,38.046,-122.1866,198,Armed forces training and education officer,1959-03-31,38.792624,-122.115094,0,9
2019-02-11 15:23:47,3541160328600277,fraud_Medhurst PLC,shopping_net,13.08,M,Murrayville,IL,62668,39.5723,-90.2379,1512,Commercial/residential surveyor,2003-05-07,39.506534,-91.14575,0,16
2019-01-14 14:33:04,3518669219150142,fraud_Langworth LLC,personal_care,6.64,F,Milford,OH,45150,39.1657,-84.23299999999999,31394,Hospital doctor,1996-11-12,39.220938,-84.032381,0,15
2019-08-24 19:44:06,4958589671582726883,"fraud_Gutmann, McLaughlin and Wiza",home,56.39,M,Burke,VA,22015,38.7894,-77.2818,43102,Health visitor,1950-11-27,39.553545,-76.400779,0,20
2019-05-31 04:42:06,377895991033232,fraud_Denesik and Sons,shopping_pos,9.96,F,Higganum,CT,6441,41.4682,-72.5751,5438,"Librarian, academic",1964-11-17,41.961581,-73.48909,0,5
2020-02-08 17:49:29,3560797065840735,fraud_Auer-West,shopping_net,3.12,F,Shields,ND,58569,46.1838,-101.2589,77,Film/video editor,1989-12-17,47.007905,-100.541019,0,18
2020-03-17 03:25:50,2242542703101233,fraud_Kutch LLC,gas_transport,48.07,M,Westport,KY,40077,38.4921,-85.4524,564,Pensions consultant,1996-04-10,39.296781,-86.131268,0,4
2019-12-26 02:12:20,3587044315915002,fraud_Huel-Langworth,misc_net,78.85,M,Grand Junction,TN,38039,35.0659,-89.1534,1804,Clothing/textile technologist,1974-10-15,34.731491,-89.760025,0,3
2019-09-21 23:01:17,4292902571056973207,"fraud_Gottlieb, Considine and Schultz",shopping_net,165.26,M,Sula,MT,59871,45.8433,-113.8748,218,"Therapist, horticultural",1995-08-16,44.857439,-114.376134,0,24
2019-01-30 06:45:07,4488258847705225890,fraud_Ortiz Group,grocery_net,98.83,F,West Columbia,SC,29170,33.9568,-81.1405,52126,Chemical engineer,1929-08-23,34.175721,-81.541812,0,7
2019-11-25 23:06:33,36913587729122,"fraud_Lubowitz, Terry and Stracke",personal_care,49.09,F,Meridian,ID,83646,43.6498,-116.4306,84106,Intelligence analyst,1971-02-11,43.875483,-115.779315,0,24
2019-08-04 02:55:10,573860193545,fraud_Harris Inc,gas_transport,73.34,M,Wilmette,IL,60091,42.0765,-87.7246,27020,Trade mark attorney,1986-07-23,42.911793,-88.290452,0,3
2019-10-19 01:01:04,4378993458389626,fraud_McDermott-Weimann,grocery_pos,109.02,M,Conway,NH,3818,43.9742,-71.1503,3807,Surgeon,1999-10-25,44.524476,-72.04531,0,2
2020-04-13 19:23:13,3535808924394848,fraud_Schimmel-Olson,kids_pets,61.35,M,Tower Hill,IL,62571,39.39,-88.9597,1532,Radio broadcast assistant,1980-01-09,38.430484,-88.76944300000001,0,20
2020-04-21 00:54:01,4220495028289516646,fraud_Barrows PLC,shopping_pos,8.18,F,Corona,CA,92882,33.8419,-117.6043,233717,Wellsite geologist,1966-05-22,34.789168,-116.831531,0,1
2019-09-25 17:52:49,4344955088481397,fraud_Daugherty-Thompson,food_dining,54.57,M,Fenelton,PA,16034,40.8555,-79.7372,2054,Communications engineer,1976-09-29,41.179078,-79.237091,0,18
2019-04-08 17:01:04,4128027264554082,fraud_Rolfson-Kunde,personal_care,61.92,M,Mount Perry,OH,43760,39.8788,-82.18799999999999,1831,Barrister's clerk,1953-10-18,39.7372,-81.640535,0,18
2019-04-01 21:02:12,5152054598359927,fraud_Williamson LLC,misc_pos,4.97,M,Gretna,LA,70056,29.8872,-90.0331,55581,Biomedical scientist,1972-09-12,28.927407,-90.647069,0,22
2019-10-28 19:42:22,372520049757633,fraud_Bogisich-Weimann,kids_pets,21.23,F,Ranier,MN,56668,48.6031,-93.2977,136,Ceramics designer,2000-02-20,49.473326,-93.177189,0,20
2019-04-22 09:15:35,6011104316292105,fraud_Strosin-Cruickshank,grocery_pos,104.9,F,Drakes Branch,VA,23937,36.9688,-78.5615,1970,Energy engineer,1985-09-02,36.746883,-77.929149,0,10
2020-03-24 17:20:26,4935858973307492,fraud_Harris Group,food_dining,59.99,M,Irwinton,GA,31042,32.8088,-83.17399999999999,1841,Film/video editor,1975-06-01,32.283324,-84.00322299999999,0,18
2020-01-07 10:26:33,4642255475285942,"fraud_Hayes, Marquardt and Dibbert",misc_net,4.89,F,Thompson,UT,84540,38.9999,-109.615,46,"Surveyor, minerals",1987-04-23,38.109191,-110.290009,0,11
2019-05-03 21:37:30,377234009633447,"fraud_Armstrong, Walter and Gottlieb",food_dining,35.68,F,Shenandoah Junction,WV,25442,39.3716,-77.8229,1925,Systems developer,1966-02-14,39.89781,-78.812353,0,22
2019-04-27 22:10:32,3547560454237873,fraud_O'Connell-Ullrich,home,15.03,M,Arcadia,MI,49613,44.5232,-86.2061,680,"Designer, jewellery",1966-12-21,44.05011,-85.61766,0,23
2019-12-15 20:03:07,3533742182628021,fraud_Schoen Ltd,kids_pets,47.57,M,Johns Island,SC,29455,32.8357,-79.8217,20478,Materials engineer,1997-06-04,33.833216,-80.421154,0,21
2019-08-18 06:21:38,377234009633447,"fraud_Mosciski, Ziemann and Farrell",shopping_net,33.78,F,Shenandoah Junction,WV,25442,39.3716,-77.8229,1925,Systems developer,1966-02-14,38.70555,-77.83689100000001,0,7
2019-07-18 20:40:54,30029052116970,fraud_Kris-Padberg,shopping_pos,4.4,M,Falconer,NY,14733,42.1239,-79.1895,3833,Metallurgist,1970-10-09,41.495237,-78.409056,0,21
2020-06-06 22:44:21,4601636330889,"fraud_Stanton, Jakubowski and Baumbach",shopping_net,94.0,M,Humble,TX,77338,30.0041,-95.2825,194500,Tax adviser,1990-12-18,30.492617,-94.851377,0,23
2019-06-01 05:58:37,180084576295055,fraud_Cummerata-Jones,gas_transport,42.11,M,Lolita,TX,77971,28.7724,-96.4793,911,Archaeologist,1970-01-18,28.146554,-96.888906,0,6
2019-03-29 15:17:20,3593118134380341,fraud_Bogisich-Weimann,kids_pets,107.19,F,Steuben,ME,4680,44.4971,-67.9503,1131,Make,1959-05-10,44.260067,-67.975812,0,16
2019-02-13 05:38:10,3506042666828517,fraud_Cole PLC,grocery_pos,144.89,F,Comfort,WV,25049,38.1372,-81.5962,630,Fine artist,1959-07-30,38.482464,-81.35001,0,6
2020-01-25 09:36:23,4229733778084049,fraud_McDermott-Weimann,grocery_pos,23.28,M,Elizabethtown,KY,42701,37.6848,-85.8784,48194,Surgeon,1990-05-03,38.332107,-85.692829,0,10
2019-07-04 20:59:58,4070511711385545,fraud_Sporer-Keebler,personal_care,38.83,F,Falls City,TX,78113,28.9814,-98.0156,2435,"Engineer, mining",1967-04-09,29.652365000000003,-97.725395,0,21
2019-11-30 15:20:37,2256234701263057,"fraud_Kutch, Steuber and Gerhold",food_dining,65.39,M,Grantham,NH,3753,43.5103,-72.1334,2971,Charity fundraiser,1948-04-11,42.738377,-71.611796,0,16
2020-04-05 02:15:30,3559160581764413,fraud_McDermott-Weimann,grocery_pos,98.23,M,Saint Bonaventure,NY,14778,42.2701,-78.6847,1453,Toxicologist,1974-02-15,42.153931,-78.364006,0,3
2019-10-04 23:19:49,3567527758368741,"fraud_Hagenes, Kohler and Hoppe",food_dining,30.45,F,Sterling City,TX,76951,31.8351,-101.0017,1143,"Scientist, biomedical",1962-03-19,32.220695,-100.456395,0,24
2019-12-12 18:46:22,3595192916105588,"fraud_Ritchie, Bradtke and Stiedemann",travel,4.26,M,Fayetteville,NC,28314,35.0583,-79.008,238602,"Scientist, research (maths)",1993-05-14,34.57744,-78.996387,0,19
2019-03-27 13:19:18,4292743669224718067,fraud_Boyer PLC,misc_pos,7.78,M,Great Mills,MD,20634,38.2674,-76.4954,5927,Art therapist,1973-06-09,38.370949,-76.01259499999999,0,14
2020-01-04 21:13:08,371226440126102,fraud_Reilly and Sons,health_fitness,132.08,F,Mulberry Grove,IL,62262,38.9311,-89.2463,1810,Race relations officer,1974-12-24,38.605153,-89.214096,0,22
2019-01-15 17:31:00,2713913904780408,fraud_Waters-Cruickshank,health_fitness,3.81,F,Delhi,LA,71232,32.3929,-91.4714,6581,Multimedia programmer,1964-02-13,32.305732,-92.415596,0,18
2020-06-08 17:09:55,4873783502705038,fraud_Hammes-Beatty,kids_pets,19.86,F,Burlington,WA,98233,48.4786,-122.3345,14871,Public house manager,1974-03-10,49.253255,-122.409321,0,18
2019-10-27 14:14:45,4292902571056973207,fraud_Goyette Inc,shopping_net,108.81,M,Sula,MT,59871,45.8433,-113.8748,218,"Therapist, horticultural",1995-08-16,45.272552000000005,-114.386148,0,15
2019-05-05 02:46:43,4239552724014407,fraud_Mohr Inc,shopping_pos,1525.13,M,Paulding,OH,45879,41.141000000000005,-84.5722,6284,Secondary school teacher,1936-03-27,41.940122,-84.2556,0,3
2019-03-15 17:15:34,3586008444788268,fraud_Haag-Blanda,food_dining,127.51,F,Issaquah,WA,98027,47.4974,-122.0107,50489,Osteopath,1984-02-29,47.647737,-121.45297,0,18
2019-03-31 08:51:28,3520550088202337,fraud_Bins-Rice,gas_transport,49.85,M,Hovland,MN,55606,47.8342,-90.0476,272,Freight forwarder,2001-07-05,48.730715,-89.151938,0,9
2020-03-04 16:10:21,4292743669224718067,"fraud_O'Reilly, Mohr and Purdy",home,57.29,M,Great Mills,MD,20634,38.2674,-76.4954,5927,Art therapist,1973-06-09,38.858346,-76.789734,0,17
2019-07-31 10:03:22,30235268718158,"fraud_Streich, Hansen and Veum",gas_transport,60.24,M,West Harrison,NY,10604,41.0592,-73.7395,11250,Lexicographer,1977-08-16,40.203555,-74.167229,0,11
2020-06-12 02:41:56,4173950183554608,fraud_Brekke and Sons,gas_transport,59.64,M,Monmouth Beach,NJ,7750,40.333,-73.9809,3279,Health promotion specialist,1978-10-05,40.163536,-74.434787,0,3
2019-03-06 22:57:50,213195754007681,"fraud_Hills, Hegmann and Schaefer",health_fitness,33.69,M,Ollie,IA,52576,41.2001,-92.1354,568,Commercial horticulturist,1969-07-24,40.910139,-92.044979,0,23
